日期,送端,受端,平均气温/0.1℃,平均相对湿度/ 1% ,20-20时降水量/ 0.1mm,日照时数 /0.1小时%,"操作异常(""操作异常""+""卡涩""+""拒动""+""拒动/误动"")"
2014-12-01,383366.846,366282.676,112,68,0,91,5
2014-12-02,391681.661,373909.344,113,67,0,96,0
2014-12-03,397375.798,378027.601,113,69,0,84,1
2014-12-04,408000.878,388369.02200000006,115,77,0,47,1
2014-12-05,410069.447,393121.614,133,75,0,91,2
2014-12-06,412102.45,392404.811,142,59,0,93,0
2014-12-07,366845.219,350951.053,102,69,0,51,1
2014-12-08,398941.603,381786.439,118,71,0,49,0
2014-12-09,404144.869,386392.167,123,68,0,98,0
2014-12-10,396165.83700000006,378946.528,120,69,0,94,2
2014-12-11,396550.528,379284.724,129,65,0,92,1
2014-12-12,393440.831,377177.363,110,72,0,87,1
2014-12-13,390190.119,372705.061,114,74,0,77,1
2014-12-14,355976.2360000001,341219.564,120,67,0,97,2
2014-12-15,386827.623,371277.218,144,57,0,96,0
2014-12-16,383256.192,366968.992,80,77,0,0,1
2014-12-17,379585.422,362818.074,37,92,20,0,1
2014-12-18,365360.349,347641.81,46,91,78,0,0
2014-12-19,358468.968,341449.539,78,74,0,43,0
2014-12-20,346022.81,329927.803,67,77,0,63,0
2014-12-21,349140.04799999995,333783.834,59,75,0,0,0
2014-12-22,370652.956,354697.691,72,74,0,62,1
2014-12-23,375841.13,359930.57,84,69,0,89,0
2014-12-24,375450.904,357131.73,93,67,0,92,0
2014-12-25,368207.982,352298.96,100,68,0,73,0
2014-12-26,321485.25800000003,308068.208,105,70,0,89,0
2014-12-27,303627.087,289184.989,97,69,0,88,0
2014-12-28,303130.006,289367.859,83,71,0,0,0
2014-12-29,304361.334,289346.088,90,73,0,69,0
2014-12-30,350488.355,332246.424,109,66,0,66,0
2014-12-31,279391.846,267898.831,120,67,0,28,0
2015-01-01,195886.158,188874.383,104,82,0,0,2
2015-01-02,254359.86,245108.197,116,76,0,79,0
2015-01-03,309543.848,298365.603,138,69,0,90,0
2015-01-04,310171.728,298348.75,147,63,0,91,0
2015-01-05,298457.646,286413.82,149,61,32700,8,0
2015-01-06,306146.816,290357.95,124,59,0,74,1
2015-01-07,304970.909,291620.571,115,66,0,81,0
2015-01-08,304216.911,290705.096,108,75,19,43,0
2015-01-09,292113.379,277537.012,43,94,839,0,1
2015-01-10,294900.748,280470.721,16,95,117,0,0
2015-01-11,269575.834,257146.706,50,79,1,8,0
2015-01-12,283742.652,270722.489,52,77,0,72,0
2015-01-13,299328.378,286439.447,53,81,0,60,0
2015-01-14,300762.328,288418.414,65,76,0,63,2
2015-01-15,298017.852,285180.168,86,71,0,94,1
2015-01-16,290551.18100000004,278330.048,95,73,0,51,0
2015-01-17,286540.58,273830.483,87,88,32700,0,0
2015-01-18,259683.102,248552.513,73,93,265,0,6
2015-01-19,282867.57,271115.42,36,94,165,0,0
2015-01-20,288115.265,277315.918,83,78,0,66,4
2015-01-21,289052.222,277599.718,84,71,0,71,0
2015-01-22,281565.316,269691.205,91,68,0,74,1
2015-01-23,279443.096,268015.766,115,51,0,97,0
2015-01-24,264813.215,253686.241,122,46,0,98,1
2015-01-25,247793.66,237484.151,111,54,0,98,0
2015-01-26,265038.235,253818.168,109,56,0,98,2
2015-01-27,277142.307,266025.218,119,52,0,97,3
2015-01-28,279027.552,267237.287,139,42,0,101,5
2015-01-29,275848.113,264579.974,134,44,0,99,0
2015-01-30,276434.439,265772.015,121,55,0,91,2
2015-01-31,267318.941,256302.444,133,56,0,53,0
2015-02-01,248975.399,238349.751,94,77,9,43,3
2015-02-02,279850.841,267944.73600000003,106,70,11,71,0
2015-02-03,267445.053,255356.242,109,54,0,95,2
2015-02-04,277196.199,264840.863,108,57,0,95,1
2015-02-05,291983.898,280303.576,115,51,0,96,0
2015-02-06,290833.999,278840.643,109,55,0,96,0
2015-02-07,293432.591,279936.473,113,42,0,78,1
2015-02-08,260057.016,247090.979,94,69,0,56,0
2015-02-09,286580.685,270874.372,113,57,0,98,1
2015-02-10,293272.177,277424.668,127,47,0,101,0
2015-02-11,261779.415,248053.651,124,52,0,78,0
2015-02-12,227093.382,218182.925,112,65,0,95,1
2015-02-13,213999.493,205807.711,108,72,30,84,0
2015-02-14,192748.525,184070.021,105,57,1,90,1
2015-02-15,177438.21,169373.14,108,55,0,106,0
2015-02-16,153518.113,146721.739,101,59,0,67,0
2015-02-17,139338.186,134071.83,105,58,0,104,0
2015-02-18,105193.532,101259.207,110,54,0,99,0
2015-02-19,89443.891,85821.054,125,50,0,92,0
2015-02-20,87630.42,83848.493,128,48,0,81,0
2015-02-21,95083.655,90627.667,123,49,0,103,0
2015-02-22,107401.991,103805.79,146,38,0,102,0
2015-02-23,117887.545,114370.286,149,42,0,107,0
2015-02-24,125344.201,119985.894,152,44,0,107,0
2015-02-25,134778.61800000002,129776.773,158,42,0,108,0
2015-02-26,203512.052,195051.804,168,45,0,102,1
2015-02-27,246902.298,234997.742,180,39,0,105,3
2015-02-28,272868.13,260371.592,180,40,0,107,1
2015-03-01,317123.927,303643.049,175,43,0,106,2
2015-03-02,408481.186,389353.283,197,32,0,100,1
2015-03-03,434579.084,414735.704,184,34,0,109,0
2015-03-04,443651.534,423943.644,186,30,0,92,2
2015-03-05,435072.014,412030.671,175,33,0,110,0
2015-03-06,441606.39200000005,425230.918,163,38,0,110,3
2015-03-07,446429.01700000005,422618.217,181,26,0,109,0
2015-03-08,414361.092,392955.626,175,32,0,110,0
2015-03-09,438818.042,413867.01,179,32,0,107,1
2015-03-10,461397.667,434249.259,179,33,0,110,1
2015-03-11,471807.556,445670.653,189,33,0,104,0
2015-03-12,483423.82,455990.199,189,23,0,112,0
2015-03-13,497081.456,469028.36,175,26,0,110,1
2015-03-14,493604.92,465688.493,197,22,0,101,0
2015-03-15,452764.995,427587.676,192,31,0,107,0
2015-03-16,478011.695,450585.054,196,36,0,110,2
2015-03-17,494419.995,465385.021,207,31,0,102,0
2015-03-18,474196.612,444221.995,196,34,0,112,4
2015-03-19,476537.257,446680.895,192,30,0,108,3
2015-03-20,481797.297,452318.669,185,34,0,113,0
2015-03-21,468202.468,438075.507,176,40,0,108,0
2015-03-22,417765.928,392649.997,185,38,0,108,3
2015-03-23,431011.881,407010.124,190,38,0,94,10
2015-03-24,410825.961,386739.361,165,66,44,24,0
2015-03-25,402857.477,380027.77,136,74,236,72,0
2015-03-26,383113.259,358957.157,148,73,11,61,12
2015-03-27,407955.75,384306.496,149,67,2,44,1
2015-03-28,420300.336,396071.769,161,65,0,87,3
2015-03-29,379076.775,357956.515,176,55,15,71,1
2015-03-30,433412.885,407853.871,178,57,0,112,1
2015-03-31,459289.264,431429.877,194,47,0,76,0
2015-04-01,510327.759,478382.223,197,43,0,76,0
2015-04-02,539040.691,504571.606,185,41,0,73,0
2015-04-03,514941.794,480415.483,173,45,0,87,0
2015-04-04,387606.826,362515.136,181,50,0,60,0
2015-04-05,241852.052,229542.109,185,46,0,43,0
2015-04-06,378677.822,357134.258,167,61,29,68,0
2015-04-07,480752.563,452582.315,176,59,0,69,0
2015-04-08,493125.618,459297.305,189,47,0,87,1
2015-04-09,498436.948,466136.185,191,43,0,65,0
2015-04-10,494624.058,463056.173,177,56,0,90,0
2015-04-11,475243.511,447107.06,180,54,0,66,1
2015-04-12,422186.888,397706.048,129,62,32700,28,0
2015-04-13,452530.992,424684.83700000006,169,50,0,91,2
2015-04-14,472466.946,443515.2,187,51,0,66,2
2015-04-15,477588.273,448952.403,213,43,0,111,1
2015-04-16,482917.83200000005,452740.402,208,45,0,99,0
2015-04-17,485206.032,455620.013,225,34,0,95,0
2015-04-18,484338.409,456327.608,204,45,0,73,0
2015-04-19,450169.384,422697.915,195,52,7,57,3
2015-04-20,437048.709,409379.276,202,44,0,123,2
2015-04-21,496960.284,466000.118,198,48,32700,90,2
2015-04-22,495883.975,462060.514,163,67,6,56,3
2015-04-23,509085.931,474615.474,168,70,5,50,0
2015-04-24,510275.617,475656.118,175,60,0,85,0
2015-04-25,502944.634,468303.249,170,69,1,18,0
2015-04-26,486804.413,453462.42,168,75,12,7,0
2015-04-27,518729.409,483627.335,171,69,2,58,0
2015-04-28,505433.777,470866.956,182,54,0,81,1
2015-04-29,501673.858,467753.037,176,56,0,81,1
2015-04-30,491858.565,459122.565,198,45,0,100,1
2015-05-01,270417.139,256111.516,207,40,0,124,0
2015-05-02,321030.481,303324.655,214,38,0,124,0
2015-05-03,402029.609,379784.442,228,36,0,125,0
2015-05-04,511582.695,477179.518,228,35,0,120,0
2015-05-05,482653.473,451043.067,228,32,0,121,0
2015-05-06,485754.759,452796.789,229,32,0,122,0
2015-05-07,481118.37,448179.966,231,32,0,114,1
2015-05-08,479480.92,446875.873,228,32,0,101,0
2015-05-09,465892.731,434292.424,193,57,0,56,0
2015-05-10,409971.084,384025.092,208,49,0,122,1
2015-05-11,443472.156,414056.58,224,44,0,113,1
2015-05-12,433627.109,408364.193,241,40,0,101,0
2015-05-13,449109.309,423676.797,241,41,0,117,0
2015-05-14,482883.245,455265.764,234,43,0,121,0
2015-05-15,466081.456,436165.145,229,47,2,25,1
2015-05-16,436559.209,409202.689,229,55,0,74,3
2015-05-17,406097.984,383866.109,244,43,0,99,0
2015-05-18,417114.509,392665.132,246,42,0,82,0
2015-05-19,438136.156,410677.551,231,51,32700,27,2
2015-05-20,451085.067,421303.255,226,59,1,33,0
2015-05-21,431186.686,406640.607,208,74,18,20,1
2015-05-22,429006.156,403521.343,212,78,21,38,2
2015-05-23,404799.344,380234.917,215,66,0,74,0
2015-05-24,380019.161,356403.439,234,49,0,116,1
2015-05-25,441328.107,413455.89200000005,237,44,0,119,0
2015-05-26,485211.229,455486.693,245,42,0,125,0
2015-05-27,516529.534,486247.346,241,46,0,119,0
2015-05-28,514608.786,484017.993,239,44,0,122,8
2015-05-29,557705.601,526225.274,252,40,0,117,0
2015-05-30,551854.193,517954.431,251,45,32700,118,1
2015-05-31,437188.697,412595.743,247,46,0,112,0
2015-06-01,487459.01,460194.233,243,45,0,112,2
2015-06-02,558793.009,526900.425,254,42,0,118,5
2015-06-03,575866.246,541966.6429999999,257,44,0,119,0
2015-06-04,579407.034,544260.145,263,47,0,99,0
2015-06-05,605558.975,568650.6510000001,252,54,10,79,5
2015-06-06,586691.024,551079.201,252,49,0,116,0
2015-06-07,544589.418,514049.603,248,47,0,116,1
2015-06-08,541134.4029999999,509738.67,245,53,0,53,1
2015-06-09,585719.108,551394.0260000001,249,51,0,63,0
2015-06-10,576109.531,544598.517,243,49,0,63,1
2015-06-11,599169.569,561772.9079999999,196,74,208,0,0
2015-06-12,608312.566,571049.166,199,80,89,29,1
2015-06-13,605116.322,568059.341,210,71,32700,20,0
2015-06-14,534671.259,504098.39700000006,228,61,32700,72,0
2015-06-15,544400.191,509878.358,228,63,0,98,1
2015-06-16,543534.2,509071.22,220,67,0,61,1
2015-06-17,577205.54,540224.297,229,63,0,56,0
2015-06-18,571187.358,533897.522,227,66,3,69,0
2015-06-19,581841.988,542777.8960000001,218,77,112,47,0
2015-06-20,376220.177,354384.2379999999,248,57,32700,113,1
2015-06-21,417134.667,390493.92,238,62,40,62,1
2015-06-22,455532.226,425981.206,243,66,20,94,1
2015-06-23,555456.165,518136.195,254,54,0,123,3
2015-06-24,589011.762,551509.978,259,53,0,115,0
2015-06-25,575879.066,544138.416,245,63,97,71,0
2015-06-26,590497.452,557862.61,235,68,0,71,0
2015-06-27,593322.007,560878.292,232,66,0,106,0
2015-06-28,571092.2270000001,540917.9920000001,244,58,32700,96,1
2015-06-29,634979.188,602017.142,243,56,0,92,0
2015-06-30,683714.973,645200.86,243,56,0,69,0
