日期,送端,受端,平均气温/0.1℃,平均相对湿度/ 1% ,20-20时降水量/ 0.1mm,日照时数 /0.1小时%,"操作异常(""操作异常""+""卡涩""+""拒动""+""拒动/误动"")"
2013-07-16,384330.7,363703.997,230,69,0,70,0
2013-07-17,383794.08,364274.691,226,67,0,43,1
2013-07-18,375733.915,355148.2379999999,219,70,0,3,0
2013-07-19,367173.052,348073.984,210,78,22,0,0
2013-07-20,371462.64200000005,352330.6160000001,210,81,32700,37,0
2013-07-21,350462.95700000005,333980.634,218,74,14,37,0
2013-07-22,362753.248,343058.11100000003,218,76,64,31,0
2013-07-23,360729.379,343024.362,213,74,32700,19,0
2013-07-24,366540.963,346827.81200000003,215,74,138,62,0
2013-07-25,364925.661,345894.48600000003,212,73,124,16,0
2013-07-26,348190.22,330216.389,198,82,4,22,0
2013-07-27,326196.595,309874.136,227,69,0,93,0
2013-07-28,312938.765,297411.179,216,78,15,29,0
2013-07-29,316461.656,300422.677,213,72,7,8,0
2013-07-30,330701.284,313430.607,208,77,121,22,0
2013-07-31,333023.536,315912.25800000003,203,79,32700,61,0
2013-08-01,317529.85,301659.389,210,72,16,27,0
2013-08-02,305309.359,289798.193,195,80,10,11,0
2013-08-03,304530.123,288840.855,189,85,111,37,0
2013-08-04,300740.949,286104.761,188,84,310,0,0
2013-08-05,318000.541,301788.98600000003,198,76,1,80,0
2013-08-06,338829.943,322094.665,220,66,0,111,0
2013-08-07,353169.156,333729.516,219,69,0,74,0
2013-08-08,355350.0460000001,337947.105,204,75,84,14,0
2013-08-09,359985.256,341405.385,199,74,1,43,0
2013-08-10,333997.696,316432.483,202,75,0,31,0
2013-08-11,294101.023,277043.489,191,85,362,25,0
2013-08-12,352572.223,337424.651,175,90,325,0,0
2013-08-13,351207.26200000005,336797.826,186,89,93,16,0
2013-08-14,269977.061,261521.449,196,83,32700,45,0
2013-08-15,260697.377,250724.16,205,79,102,75,0
2013-08-16,289927.989,277907.912,190,84,39,33,0
2013-08-17,283395.21,270596.68,199,76,35,52,0
2013-08-18,287877.114,274650.095,194,76,25,37,0
2013-08-19,308215.386,292464.749,203,75,63,57,0
2013-08-20,291624.857,276312.69,202,74,0,46,0
2013-08-21,306420.006,290280.299,210,74,10,39,0
2013-08-22,301873.454,285650.894,209,77,56,40,0
2013-08-23,326494.203,308860.662,225,69,0,73,0
2013-08-24,331437.02,312671.935,227,60,0,92,0
2013-08-25,331908.76300000004,314944.219,197,81,215,0,0
2013-08-26,339887.554,320285.906,193,82,172,20,0
2013-08-27,358596.749,339514.256,204,79,82,70,0
2013-08-28,361467.11,341703.27,225,68,0,77,0
2013-08-29,361377.796,341179.13,217,71,32700,35,0
2013-08-30,337219.195,334948.471,190,79,510,0,0
2013-08-31,343112.677,324145.515,191,76,32700,0,0
2013-09-01,307135.304,291117.44800000003,199,79,12,25,1
2013-09-02,329428.49,311916.311,206,77,3,8,0
2013-09-03,333323.983,315326.548,201,82,3,0,0
2013-09-04,353185.875,330710.945,208,77,32700,8,0
2013-09-05,348360.157,327905.916,169,85,30,0,0
2013-09-06,345698.894,325986.918,153,84,16,0,0
2013-09-07,373512.895,349937.744,168,84,32700,0,0
2013-09-08,368798.89200000005,346096.109,182,82,5,0,1
2013-09-09,381440.89200000005,357492.297,186,79,0,3,0
2013-09-10,406083.83700000006,379999.908,194,75,0,34,0
2013-09-11,421853.784,393854.881,209,71,0,47,0
2013-09-12,438363.361,409216.273,189,77,0,38,0
2013-09-13,426293.346,397526.977,196,73,5,60,0
2013-09-14,424129.935,395926.335,200,68,0,68,0
2013-09-15,394827.531,369214.236,181,75,0,0,0
2013-09-16,426659.526,397790.714,197,75,0,71,0
2013-09-17,437098.951,407990.967,208,71,0,54,0
2013-09-18,429140.516,401086.769,213,70,0,68,0
2013-09-19,295969.154,276525.893,216,69,0,43,0
2013-09-20,319810.814,298161.173,193,69,81,51,0
2013-09-21,376330.064,354290.995,192,68,0,62,0
2013-09-22,339276.156,321686.434,200,68,0,78,0
2013-09-23,344171.737,323284.064,210,68,0,48,0
2013-09-24,393295.403,366811.405,216,60,0,89,0
2013-09-25,407311.413,381372.629,211,55,0,56,0
2013-09-26,406710.658,381770.8,175,71,0,0,2
2013-09-27,405854.867,380970.381,167,85,69,0,0
2013-09-28,393687.489,369625.474,186,66,33,91,0
2013-09-29,347333.825,326134.128,180,57,0,95,0
2013-09-30,363968.548,342049.79799999995,166,51,0,103,0
2013-10-01,266881.093,250073.448,164,65,0,26,0
2013-10-02,226621.452,211110.051,165,87,59,0,0
2013-10-03,256272.222,240606.961,183,79,0,5,0
2013-10-04,315705.13800000004,294109.55600000004,189,76,7,50,0
2013-10-05,340045.756,319631.242,185,79,27,18,0
2013-10-06,364362.562,342849.8970000001,148,89,113,0,0
2013-10-07,417725.738,393190.977,165,73,0,25,0
2013-10-08,430762.004,404861.089,174,60,0,21,1
2013-10-09,441516.53,415312.58,173,60,0,77,0
2013-10-10,442034.789,415665.276,168,59,0,110,0
2013-10-11,468998.121,438555.27,167,60,0,103,1
2013-10-12,468998.121,438555.27,164,65,0,102,0
2013-10-13,439044.288,408417.983,165,68,0,84,0
2013-10-14,465936.676,434371.775,175,73,0,56,0
2013-10-15,456064.74,425426.173,174,67,0,53,0
2013-10-16,451390.867,421408.237,165,74,0,3,0
2013-10-17,450094.81,420423.578,167,77,0,1,0
2013-10-18,448546.88,417939.063,174,77,0,31,0
2013-10-19,436452.736,407973.472,161,86,32,0,2
2013-10-20,410012.413,384578.372,139,92,98,0,0
2013-10-21,428564.879,400297.953,163,82,7,21,2
2013-10-22,444066.183,413342.223,158,83,3,5,0
2013-10-23,458278.165,427287.102,122,90,122,0,0
2013-10-24,424485.936,397603.677,133,75,0,68,0
2013-10-25,451053.205,420432.91,122,75,0,76,0
2013-10-26,448326.298,417692.437,126,77,32700,0,0
2013-10-27,437709.466,407659.845,126,84,5,0,0
2013-10-28,437091.28,406313.634,131,86,49,0,0
2013-10-29,440587.684,410343.843,145,81,23,55,0
2013-10-30,440113.662,409318.735,151,68,0,103,0
2013-10-31,435847.662,405121.001,144,69,0,99,0
2013-11-01,439460.198,408456.02,139,62,0,107,0
2013-11-02,413395.051,385882.483,136,64,0,104,1
2013-11-03,398884.333,372384.843,138,68,0,104,0
2013-11-04,404156.186,380757.544,141,72,0,88,0
2013-11-05,436947.7,407924.006,141,71,0,100,0
2013-11-06,436778.583,407236.76,135,71,0,68,0
2013-11-07,435954.882,406405.037,132,75,0,91,0
2013-11-08,428788.195,399359.391,144,69,0,103,0
2013-11-09,426633.315,397729.186,143,71,0,103,0
2013-11-10,414457.87,385731.94,145,72,0,75,0
2013-11-11,398616.26700000005,368434.946,153,70,0,79,0
2013-11-12,401388.83200000005,373644.322,160,70,0,98,0
2013-11-13,392502.39200000005,366153.015,161,56,0,94,0
2013-11-14,399045.63,372288.496,152,58,0,97,0
2013-11-15,410816.48,382849.867,152,74,0,60,0
2013-11-16,414023.0,386159.644,161,74,0,70,0
2013-11-17,406081.527,378057.166,154,77,0,68,0
2013-11-18,408585.409,381202.161,156,71,0,62,0
2013-11-19,424944.891,396841.203,145,78,0,36,0
2013-11-20,429790.825,401269.114,136,69,0,90,0
2013-11-21,427168.209,398094.993,131,62,0,86,0
2013-11-22,430176.468,401131.197,110,56,0,96,0
2013-11-23,418822.626,391209.121,122,51,0,101,0
2013-11-24,403763.067,376502.787,115,58,0,97,0
2013-11-25,369185.58,347157.88200000004,113,68,0,97,0
2013-11-26,386048.671,359537.48,131,66,0,69,0
2013-11-27,319512.838,303298.142,137,62,0,77,0
2013-11-28,310732.797,289226.365,98,75,0,1,0
2013-11-29,348084.593,345640.161,89,86,32700,16,0
2013-11-30,349536.255,327897.789,117,75,0,69,0
2013-12-01,336529.749,315271.55600000004,102,82,12,0,0
2013-12-02,348796.599,327155.372,101,81,6,30,0
2013-12-03,365043.005,341775.856,96,86,0,43,0
2013-12-04,370597.5770000001,341454.134,102,80,0,57,0
2013-12-05,354017.708,324773.659,108,75,0,67,0
2013-12-06,347569.102,325420.064,113,73,0,59,0
2013-12-07,339468.398,318569.523,106,75,0,57,0
2013-12-08,324052.657,304492.988,120,62,0,91,0
2013-12-09,340227.56200000003,319621.389,105,72,0,70,0
2013-12-10,308185.384,289481.356,113,71,0,31,0
2013-12-11,288835.316,270886.229,109,60,0,40,0
2013-12-12,274023.637,257329.337,100,56,0,93,0
2013-12-13,258176.392,242407.008,100,66,0,76,0
2013-12-14,253266.44600000003,235244.662,96,77,32700,39,2
2013-12-15,241467.096,222621.992,60,87,51,0,0
2013-12-16,254235.749,235887.605,15,80,50,0,0
2013-12-17,258514.306,241410.444,21,81,0,59,0
2013-12-18,258272.579,241491.713,26,76,0,52,0
2013-12-19,259115.896,239403.176,26,76,0,57,0
2013-12-20,240722.681,227728.238,39,74,0,69,0
2013-12-21,223711.594,213559.275,54,76,0,46,1
2013-12-22,206783.778,198960.135,69,73,0,82,0
2013-12-23,211487.498,202632.46,71,74,0,81,0
2013-12-24,205035.081,197403.10600000003,75,76,0,62,0
2013-12-25,208069.044,198906.532,88,73,0,63,0
2013-12-26,202833.98100000003,194174.935,77,77,0,38,2
2013-12-27,200263.038,191360.597,88,75,0,44,0
2013-12-28,199721.922,191037.135,94,76,0,76,0
2013-12-29,184468.61,176309.945,102,67,0,88,0
2013-12-30,203510.493,194640.073,93,67,0,92,0
2013-12-31,209110.551,200369.051,97,59,0,92,0
2014-01-01,143999.241,138562.55800000002,91,57,0,91,1
2014-01-02,184919.076,178254.832,112,51,0,96,0
2014-01-03,240319.82,230715.19600000003,101,50,0,96,2
2014-01-04,240868.773,231638.888,79,65,0,92,0
2014-01-05,231793.364,223117.503,96,64,0,97,0
2014-01-06,237319.134,228068.398,111,51,0,97,2
2014-01-07,249975.624,239838.827,111,45,0,96,0
2014-01-08,251639.717,241853.926,92,55,0,94,0
2014-01-09,252684.242,243568.577,95,63,0,94,0
2014-01-10,244491.1,234965.023,109,55,0,96,0
2014-01-11,244491.1,234965.023,109,44,0,98,0
2014-01-12,244491.1,234965.023,94,56,32700,71,0
2014-01-13,244491.1,234965.023,71,72,0,48,0
2014-01-14,237683900.695,284768292.889,68,75,0,42,0
2014-01-15,241395.272,222659.569,95,75,0,81,2
2014-01-16,241395.272,222659.569,100,67,0,99,0
2014-01-17,87119587.745,48187296.965,91,64,0,92,3
2014-01-18,241357.103,220227.75,71,84,32700,0,0
2014-01-19,230133.163,209865.304,79,77,0,78,0
2014-01-20,230530.787,208896.194,41,87,28,0,0
2014-01-21,229594.551,208545.402,39,80,0,64,0
2014-01-22,222810.096,214654.352,66,75,0,72,0
2014-01-23,214215.88,207078.229,92,69,0,89,0
2014-01-24,214215.88,207078.229,126,51,0,100,0
2014-01-25,198348.778,192056.611,125,54,0,100,1
2014-01-26,189681.135,181392.962,124,62,0,98,1
2014-01-27,174697.954,166259.387,123,60,0,100,0
2014-01-28,145438.082,141912.929,124,47,0,97,0
2014-01-29,97992.61,93977.739,118,43,0,99,0
2014-01-30,83276.214,78662.462,113,56,0,100,0
2014-01-31,83276.214,78662.462,124,48,0,100,0
2014-02-01,83276.214,78662.462,134,33,0,103,0
2014-02-02,83276.214,78662.462,129,31,0,103,0
2014-02-03,83276.214,78662.462,121,38,0,102,0
2014-02-04,83276.214,78662.462,117,45,0,104,0
2014-02-05,83276.214,78662.462,138,36,0,105,0
2014-02-06,83276.214,78662.462,146,36,0,103,0
2014-02-07,176697.74899999995,165544.22199999998,139,34,0,103,0
2014-02-08,187270.767,177423.62399999995,136,41,0,92,0
2014-02-09,197490.025,186732.631,140,37,0,90,0
2014-02-10,209522.719,198681.412,135,38,0,40,0
2014-02-11,225484.199,213528.872,126,42,0,86,0
2014-02-12,217238.984,204735.896,148,33,0,75,1
2014-02-13,218773.225,206455.797,140,35,0,85,0
2014-02-14,229450.889,216873.873,128,44,0,103,1
2014-02-15,218885.38,206589.373,148,39,0,93,0
2014-02-16,198398.771,185422.619,166,38,0,61,0
2014-02-17,204678.09,197544.117,144,58,7,0,1
2014-02-18,213244.527,206025.424,117,72,93,75,1
2014-02-19,229797.417,215827.726,74,66,6,74,3
2014-02-20,226863.267,212131.756,93,69,0,89,0
2014-02-21,221925.396,210148.641,128,56,0,98,0
2014-02-22,208371.907,195275.247,146,39,0,99,0
2014-02-23,198818.873,180480.783,154,45,0,102,0
2014-02-24,202418.852,192641.557,173,39,0,83,0
2014-02-25,222058.379,206070.246,159,40,0,99,0
2014-02-26,220742.841,205573.005,147,42,0,100,0
2014-02-27,233185.691,215740.288,163,33,0,97,0
2014-02-28,207042.809,196138.598,167,38,0,101,0
2014-03-01,213632.547,202044.088,173,36,0,102,0
2014-03-02,198995.19,188173.569,171,36,0,85,0
2014-03-03,223530.843,210758.893,180,31,0,103,0
2014-03-04,235860.205,223764.876,173,36,0,106,0
2014-03-05,242881.953,228785.521,169,44,0,61,0
2014-03-06,241510.954,227169.016,159,49,32700,68,0
2014-03-07,245603.602,230035.265,152,46,0,94,0
2014-03-08,237714.819,221879.292,158,39,0,96,0
2014-03-09,219335.165,206234.67,156,34,0,99,0
2014-03-10,240050.012,227759.742,168,31,0,87,0
2014-03-11,248849.555,236233.222,154,43,0,18,0
2014-03-12,253933.592,240323.985,162,40,0,103,0
2014-03-13,252612.35600000003,239712.048,179,31,0,99,0
2014-03-14,250090.974,237363.849,160,39,0,25,0
2014-03-15,233589.921,222214.17,167,37,0,89,0
2014-03-16,221691.768,210438.689,189,29,0,99,0
2014-03-17,238680.736,225509.003,180,31,0,103,0
2014-03-18,247338.82,236791.572,203,28,0,92,0
2014-03-19,228281.884,216597.405,196,31,0,100,0
2014-03-20,218238.036,208419.675,156,44,32700,66,0
2014-03-21,219677.869,210301.368,145,51,32700,68,0
2014-03-22,221961.491,213014.052,128,63,14,43,1
2014-03-23,208257.59,199782.816,138,71,32700,71,0
2014-03-24,233984.862,223260.866,131,69,31,61,0
2014-03-25,243643.67,234397.147,155,48,0,100,0
2014-03-26,240436.68,230509.741,162,46,0,63,0
2014-03-27,246459.533,235233.754,171,47,0,89,0
2014-03-28,237111.47,226909.172,188,44,0,93,2
2014-03-29,212513.088,202984.638,186,47,0,48,0
2014-03-30,193436.589,184168.29,215,32,0,93,1
2014-03-31,201277.755,190384.832,205,31,0,69,0
2014-04-01,257238.195,244896.404,193,38,32700,30,0
2014-04-02,257015.2,246237.412,158,55,27,88,0
2014-04-03,266987.315,251724.852,175,37,0,81,1
2014-04-04,276452.019,264102.894,172,39,0,57,0
2014-04-05,178774.205,170701.326,143,65,43,13,0
2014-04-06,218265.339,207916.14,160,59,0,102,1
2014-04-07,266228.918,255387.594,183,49,0,86,0
2014-04-08,307693.389,291837.352,190,49,32700,44,1
2014-04-09,330773.318,314677.27,191,52,32700,78,0
2014-04-10,339767.164,321522.36,204,44,0,111,0
2014-04-11,340626.683,324572.044,214,37,0,113,1
2014-04-12,346345.965,329159.69800000003,215,32,0,112,0
2014-04-13,324273.216,306977.2,216,25,0,104,0
2014-04-14,356210.641,338145.89,208,29,0,107,1
2014-04-15,389599.464,369062.26,219,26,0,107,0
2014-04-16,388638.8270000001,369731.756,220,27,0,100,0
2014-04-17,398544.315,376896.706,216,27,0,116,0
2014-04-18,391291.176,370707.094,227,29,0,110,2
2014-04-19,390743.053,370253.448,236,28,0,117,2
2014-04-20,371359.961,353060.222,236,30,0,117,0
2014-04-21,386678.774,367174.134,247,28,0,111,0
2014-04-22,382188.568,363827.876,238,31,0,115,0
2014-04-23,391000.504,371868.58200000005,246,27,0,110,0
2014-04-24,399270.37,378293.132,242,23,0,108,0
2014-04-25,385955.169,363523.11,235,23,0,104,0
2014-04-26,376272.673,354134.938,233,30,0,97,1
2014-04-27,365221.52200000006,347007.768,223,32,0,104,0
2014-04-28,382195.988,363867.854,219,40,0,80,0
2014-04-29,388647.427,367127.83700000006,208,45,0,71,1
2014-04-30,369255.039,348732.662,199,50,32700,94,0
2014-05-01,184429.335,175448.081,220,48,0,100,0
2014-05-02,230197.539,220426.266,216,52,0,82,0
2014-05-03,308323.438,296432.086,194,64,32700,59,0
2014-05-04,400432.296,379710.881,177,65,32,51,0
2014-05-05,429580.757,406794.348,141,80,95,0,0
2014-05-06,426055.343,405464.68,173,71,0,44,0
2014-05-07,418819.98,397357.238,189,57,0,57,0
2014-05-08,417372.662,395723.261,191,51,0,61,1
2014-05-09,429464.459,411884.922,193,57,0,40,0
2014-05-10,421999.616,396770.08700000006,213,53,0,44,0
2014-05-11,400678.183,379793.458,218,49,0,80,0
2014-05-12,419799.432,400110.467,217,51,0,63,0
2014-05-13,444835.947,419816.52,230,45,0,125,1
2014-05-14,461822.974,436531.488,238,42,0,119,0
2014-05-15,484503.005,457776.597,244,38,0,111,0
2014-05-16,476775.479,450075.088,235,38,0,107,0
2014-05-17,460628.243,434277.956,240,34,0,128,0
2014-05-18,414836.573,391905.384,244,34,0,125,1
2014-05-19,464322.761,437491.453,249,37,0,94,0
2014-05-20,475355.809,447255.574,250,37,0,109,0
2014-05-21,469458.833,442144.27,252,40,0,120,1
2014-05-22,440118.123,413280.976,246,41,0,117,0
2014-05-23,426186.705,396744.585,252,36,0,125,0
2014-05-24,414222.095,388061.431,259,39,0,113,1
2014-05-25,403036.686,376539.139,264,42,0,114,1
2014-05-26,439298.629,409653.96200000006,263,43,0,115,0
2014-05-27,472111.909,444254.885,251,50,32700,69,0
2014-05-28,486216.169,460378.253,246,58,9,87,0
2014-05-29,499803.741,470853.67,265,42,0,116,1
2014-05-30,501020.691,470683.402,270,40,0,105,1
2014-05-31,466208.958,434026.175,262,42,0,113,0
2014-06-01,342525.231,324331.331,264,43,0,108,0
2014-06-02,236437.203,224867.751,267,44,0,113,1
2014-06-03,406556.158,384007.336,275,41,0,122,0
2014-06-04,478408.421,450403.188,274,39,0,107,0
2014-06-05,487883.682,459294.83200000005,267,45,0,47,0
2014-06-06,481522.448,456093.05,241,58,32700,33,1
2014-06-07,462875.185,437111.323,190,85,162,0,0
2014-06-08,403252.16,381291.01,211,82,270,36,0
2014-06-09,437086.251,409876.068,238,65,2,63,0
2014-06-10,491309.268,461328.987,233,63,6,41,0
2014-06-11,508128.686,479438.681,193,83,337,0,1
2014-06-12,499073.807,470423.023,215,71,2,0,0
2014-06-13,502671.685,474302.622,209,74,4,4,0
2014-06-14,480667.704,452695.662,217,75,52,59,0
2014-06-15,450090.925,423577.806,230,68,2,61,1
2014-06-16,472857.885,444804.225,203,82,17,28,3
2014-06-17,525061.1410000001,493325.606,185,79,170,0,0
2014-06-18,500498.269,470867.833,209,79,60,45,0
2014-06-19,548125.233,515630.585,214,79,48,42,0
2014-06-20,547418.329,515112.347,226,67,2,22,0
2014-06-21,461009.273,435147.894,234,64,4,30,0
2014-06-22,419695.719,397430.03,235,64,0,24,1
2014-06-23,516756.956,486915.594,244,61,1,58,0
2014-06-24,521490.914,490987.39200000005,242,65,1,92,0
2014-06-25,543315.44,509639.915,230,70,0,53,0
2014-06-26,534929.295,503829.225,240,64,2,69,1
2014-06-27,523164.98,493454.575,245,60,8,43,0
2014-06-28,477938.404,452227.719,224,73,289,0,0
2014-06-29,463784.049,437209.669,196,90,67,0,1
2014-06-30,524740.889,492456.905,210,81,14,20,0
2014-07-01,554757.8589999999,516920.494,217,77,19,52,0
2014-07-02,583576.25,547159.931,210,86,424,0,2
2014-07-03,581484.045,544238.801,224,74,7,29,0
2014-07-04,585985.741,549461.265,219,75,2,31,6
2014-07-05,532388.04,496383.641,237,72,32700,43,0
2014-07-06,518949.574,485604.73,239,73,0,22,0
2014-07-07,576315.753,534632.2239999999,228,77,2,24,0
2014-07-08,616402.8929999999,573216.444,235,74,2,52,0
2014-07-09,615707.31,573717.424,244,65,2,109,0
2014-07-10,625668.053,582120.1329999999,248,62,0,91,0
2014-07-11,631574.416,589733.255,219,78,119,13,0
2014-07-12,619807.621,579166.1529999999,208,87,394,0,1
2014-07-13,572468.764,535314.195,204,82,30,18,0
2014-07-14,614377.075,574486.044,202,87,117,0,0
2014-07-15,639852.705,597221.7320000001,206,82,84,0,0
2014-07-16,637217.838,595669.882,210,84,15,18,0
2014-07-17,599615.7779999999,560662.962,216,80,32700,33,1
2014-07-18,548558.045,515072.325,220,75,8,44,0
2014-07-19,529426.731,496518.868,221,77,130,65,0
2014-07-20,546091.132,513099.263,202,86,294,0,0
2014-07-21,612295.589,573836.506,195,84,44,9,0
2014-07-22,656418.436,614542.921,183,90,198,13,1
2014-07-23,675219.062,631839.69,193,83,10,19,1
2014-07-24,687278.7840000001,643508.145,205,74,0,89,0
2014-07-25,683461.99,638632.568,220,73,1,65,0
2014-07-26,638621.303,596776.5179999999,218,77,1,57,0
2014-07-27,624294.178,583263.806,215,73,1,83,0
2014-07-28,632596.719,590556.963,204,79,89,35,0
2014-07-29,662206.833,620018.53,195,89,134,43,0
2014-07-30,659578.493,617478.424,216,78,0,89,1
2014-07-31,662016.716,620302.175,226,76,0,73,0
2014-08-01,669031.695,627202.1410000001,202,88,61,7,0
2014-08-02,636665.716,596953.287,194,90,179,1,0
2014-08-03,620169.739,581193.569,211,82,147,23,0
2014-08-04,637339.593,594640.995,215,79,0,77,1
2014-08-05,691225.743,646620.777,202,87,158,23,3
2014-08-06,693328.551,648330.0179999999,209,84,4,55,0
2014-08-07,700609.96,654820.41,223,77,67,72,0
2014-08-08,699102.7359999999,654032.726,233,74,0,106,0
2014-08-09,685771.1259999999,641694.191,231,71,0,53,1
2014-08-10,664404.1529999999,622426.3570000001,227,70,0,18,0
2014-08-11,690357.3470000001,647022.92,229,68,0,56,0
2014-08-12,700099.309,654945.932,211,79,25,0,0
2014-08-13,696230.9809999999,651984.785,183,82,244,14,0
2014-08-14,660539.2370000001,618453.806,199,71,0,23,0
2014-08-15,662083.8470000001,620250.596,192,77,0,0,1
2014-08-16,655232.051,613897.344,208,78,0,47,0
2014-08-17,648317.385,607849.7679999999,218,75,0,42,0
2014-08-18,685829.3670000001,641334.8420000001,203,80,125,0,0
2014-08-19,706086.704,659341.13,189,91,259,0,0
2014-08-20,708903.3570000002,663033.3620000001,201,77,0,43,0
2014-08-21,700425.76,657804.971,197,75,0,53,0
2014-08-22,701144.5490000001,656213.33,210,76,0,35,0
2014-08-23,699288.4709999999,654036.8910000001,213,76,32700,19,0
2014-08-24,661794.384,619779.677,190,83,0,0,0
2014-08-25,644143.64,602721.877,185,84,117,0,0
2014-08-26,633107.274,588741.22,194,87,111,13,0
2014-08-27,621135.338,580507.096,207,74,1,47,0
2014-08-28,648140.578,605953.406,208,75,81,64,0
2014-08-29,633354.556,592939.33,197,78,77,11,0
2014-08-30,602108.8670000001,564740.428,196,80,32700,15,0
2014-08-31,576791.463,543339.067,212,72,0,67,0
2014-09-01,597363.562,560606.216,215,72,0,81,0
2014-09-02,601215.937,565360.214,213,74,0,83,0
2014-09-03,600736.914,565186.564,210,78,160,49,0
2014-09-04,602684.1039999999,566295.431,212,75,0,70,0
2014-09-05,601544.3960000001,565497.429,215,77,6,42,3
2014-09-06,591391.841,551825.161,213,79,0,35,0
2014-09-07,549966.225,513126.013,217,72,32700,82,0
2014-09-08,462343.70700000005,434035.478,215,70,0,83,1
2014-09-09,554567.123,518934.446,212,75,35,79,1
2014-09-10,641823.605,603410.784,198,83,184,29,0
2014-09-11,644749.1070000001,605584.455,210,76,0,59,0
2014-09-12,642789.9920000001,604201.514,219,67,0,105,1
2014-09-13,633242.12,594832.289,211,71,0,82,1
2014-09-14,615237.756,578814.772,214,72,32700,63,0
2014-09-15,632667.473,594902.3420000001,226,69,0,96,0
2014-09-16,542396.374,512068.921,213,75,88,68,0
2014-09-17,564994.593,530561.693,178,90,129,0,0
2014-09-18,630830.624,591761.325,175,93,401,0,0
2014-09-19,649631.128,605023.877,197,84,33,29,0
2014-09-20,648347.038,609434.046,193,87,37,0,0
2014-09-21,637194.5920000001,598711.007,197,86,20,0,0
2014-09-22,653813.581,613675.255,180,90,165,0,0
2014-09-23,679120.57,637377.622,196,81,0,25,1
2014-09-24,696535.233,653296.1020000001,170,91,189,0,1
2014-09-25,700874.179,657556.065,171,88,50,11,2
2014-09-26,697150.588,653575.878,187,85,31,29,0
2014-09-27,663598.6479999999,623833.744,198,78,0,42,2
2014-09-28,656541.315,619419.6379999999,205,68,0,105,0
2014-09-29,685724.285,647064.7170000001,201,72,0,77,0
2014-09-30,669272.214,633025.639,192,79,34,57,0
2014-10-01,472728.555,446896.788,198,72,0,86,0
2014-10-02,457469.652,429582.029,180,79,99,37,0
2014-10-03,526629.27,496979.008,192,74,1,88,2
2014-10-04,587158.938,553875.96,186,74,0,53,0
2014-10-05,604966.639,570186.527,179,66,0,76,0
2014-10-06,618743.175,583601.71,159,65,0,71,0
2014-10-07,616243.18,580324.672,157,67,0,97,0
2014-10-08,639381.434,601353.039,166,69,0,96,0
2014-10-09,623755.226,587655.522,175,73,0,94,0
2014-10-10,613258.728,580797.678,186,73,0,78,0
2014-10-11,621675.0279999999,590208.539,190,74,8,59,2
2014-10-12,595733.356,566746.577,189,78,0,53,0
2014-10-13,598646.055,567502.702,156,89,10,0,0
2014-10-14,610386.469,576177.209,159,85,0,10,0
2014-10-15,603829.666,569267.135,176,80,0,44,0
2014-10-16,602399.172,567728.4920000001,185,79,0,66,1
2014-10-17,594262.743,563260.699,188,75,0,78,1
2014-10-18,596236.558,561528.185,187,73,0,68,1
2014-10-19,572362.409,537762.624,169,82,22,14,0
2014-10-20,589457.59,558901.239,178,66,6,94,0
2014-10-21,604693.466,573472.3879999999,161,67,0,106,0
2014-10-22,602811.7760000001,571906.426,161,71,0,99,0
2014-10-23,600857.435,569047.561,173,69,0,69,0
2014-10-24,596021.233,565826.654,168,67,0,92,0
2014-10-25,570553.061,540756.672,159,66,0,88,0
2014-10-26,542606.687,514910.441,158,67,0,90,0
2014-10-27,538322.265,512342.292,155,76,0,34,0
2014-10-28,567953.9,539207.18,153,83,36,0,0
2014-10-29,553009.038,525276.34,133,90,71,14,1
2014-10-30,552917.9820000001,524825.553,147,80,0,60,0
2014-10-31,538123.61,511763.9,166,79,32700,15,1
2014-11-01,515628.628,490383.62,176,70,0,89,0
2014-11-02,451644.964,430815.896,156,69,0,90,0
2014-11-03,469736.011,448178.084,169,71,0,64,2
2014-11-04,464824.33,443341.489,166,74,0,31,1
2014-11-05,461266.118,439173.252,154,76,0,11,1
2014-11-06,460674.489,437614.737,140,85,8,0,1
2014-11-07,465834.201,441345.231,156,79,269,76,1
2014-11-08,461269.801,440364.839,152,75,0,86,0
2014-11-09,441169.094,418145.104,147,66,0,85,0
2014-11-10,446897.55,427471.703,142,70,0,102,0
2014-11-11,457027.047,426220.7,140,74,0,81,0
2014-11-12,461204.361,432711.54,147,73,0,98,0
2014-11-13,461322.894,438027.907,145,73,0,101,2
2014-11-14,462923.092,439514.223,147,70,0,96,0
2014-11-15,458444.442,433266.656,142,60,0,93,0
2014-11-16,418610.406,396076.713,147,74,0,38,0
2014-11-17,455148.339,434765.506,150,76,12,37,1
2014-11-18,413279.524,395163.453,154,73,0,79,2
2014-11-19,407399.053,389062.852,141,75,0,92,0
2014-11-20,411125.115,392279.728,139,72,0,81,1
2014-11-21,415479.534,396110.15,124,67,0,93,0
2014-11-22,408671.183,389746.344,139,61,0,90,0
2014-11-23,366604.363,351162.304,129,64,0,99,0
2014-11-24,401278.973,382186.735,128,58,0,100,0
2014-11-25,406840.403,387717.257,120,60,0,99,0
2014-11-26,406425.441,387495.746,116,63,0,99,0
2014-11-27,401783.992,381326.603,123,57,0,103,0
2014-11-28,400315.138,381818.39,115,61,0,99,2
2014-11-29,393835.105,376191.226,122,56,0,100,0
2014-11-30,368725.124,352530.779,114,60,0,89,0
